Name,d,epochs,MSE,MAE,MAPE,R2 Square,TRAIN MSE,TIME,p,lr
Snap Star (new wrmp),3,30,11.21822,2.26444,0.12084,0.86527,3.26512,5,0.1,0.01
Classic Star (new wrmp),3,30,11.68651,2.25428,0.11573,0.85965,2.33692,5,0.0,0.01
Classic Star (no wrmp),3,30,12.02134,2.20231,0.10781,0.85563,2.13919,6,0.0,0.01
Big NN,3,30,13.14968,2.33535,0.11504,0.84208,2.56709,3,0.0,0.01
Ensemble,3,30,12.53924,2.32608,0.11571,0.84941,2.8306,5,0.0,0.01
Snap Ensemble,3,30,11.60306,2.28862,0.11604,0.86065,2.19265,5,0.0,0.01
Snap Star (shot wrmp),3,30,10.6317,2.23984,0.11692,0.87232,1.8043,6,0.0,0.01
Snap Star (new wrmp),3,30,11.43155,2.27972,0.11723,0.86271,2.14141,5,0.0,0.01
Classic Star (new wrmp),2,30,12.21809,2.42783,0.1265,0.85326,3.49277,3,0.1,0.01
Classic Star (no wrmp),2,30,13.0117,2.41317,0.12014,0.84373,3.74924,4,0.1,0.01
Big NN,2,30,13.05828,2.39419,0.11847,0.84317,3.76433,3,0.1,0.01
Ensemble,2,30,12.90573,2.37366,0.1213,0.84501,3.86699,4,0.1,0.01
Snap Ensemble,2,30,12.67403,2.41569,0.12666,0.84779,3.42882,3,0.1,0.01
Snap Star (shot wrmp),2,30,11.81205,2.31722,0.11937,0.85814,2.86483,4,0.1,0.01
Snap Star (new wrmp),2,30,11.93196,2.3041,0.12235,0.8567,3.2356,3,0.1,0.01
Classic Star (new wrmp),2,30,11.91369,2.25218,0.11722,0.85692,2.36298,3,0.0,0.01
Classic Star (no wrmp),2,30,11.71354,2.24498,0.11592,0.85932,2.18764,4,0.0,0.01
Big NN,2,30,11.07987,2.34467,0.12917,0.86693,2.86367,2,0.0,0.01
Ensemble,2,30,11.65794,2.2869,0.11366,0.85999,2.48532,3,0.0,0.01
Snap Ensemble,2,30,11.56274,2.2917,0.11653,0.86113,2.19983,3,0.0,0.01
Snap Star (shot wrmp),2,30,11.27102,2.26708,0.1175,0.86464,2.20717,4,0.0,0.01
Snap Star (new wrmp),2,30,10.68588,2.2237,0.11685,0.87167,2.11381,3,0.0,0.01
Classic Star (new wrmp),1,30,13.19756,2.40765,0.12858,0.8415,3.46319,2,0.1,0.01
Classic Star (no wrmp),1,30,13.01223,2.42741,0.12166,0.84373,3.60416,3,0.1,0.01
Big NN,1,30,13.45572,2.4578,0.127,0.8384,4.24336,2,0.1,0.01
Ensemble,1,30,14.3842,2.50676,0.12025,0.82725,5.59066,2,0.1,0.01
Snap Ensemble,1,30,12.6844,2.4049,0.12574,0.84766,3.5221,2,0.1,0.01
Snap Star (shot wrmp),1,30,12.40872,2.4208,0.12565,0.85097,3.07359,2,0.1,0.01
Snap Star (new wrmp),1,30,12.62931,2.47263,0.12878,0.84832,3.59426,2,0.1,0.01
Classic Star (new wrmp),1,30,11.21004,2.24286,0.1151,0.86537,2.51614,2,0.0,0.01
Classic Star (no wrmp),1,30,12.5533,2.32104,0.11486,0.84924,2.0426,2,0.0,0.01
Big NN,1,30,13.12582,2.59913,0.14633,0.84236,4.79202,2,0.0,0.01
Ensemble,1,30,11.43441,2.21824,0.11235,0.86268,2.26349,2,0.0,0.01
Snap Ensemble,1,30,11.73153,2.31208,0.11848,0.85911,2.35923,2,0.0,0.01
Snap Star (shot wrmp),1,30,11.92058,2.35823,0.12143,0.85684,2.73389,3,0.0,0.01
Snap Star (new wrmp),1,30,11.42383,2.3141,0.11498,0.8628,2.28434,3,0.0,0.01
