Name,d,epochs,MSE,MAE,MAPE,R2 Square,TRAIN MSE,TIME,p,lr
Classic Star (new wrmp),4,30,11.36777,2.32636,0.11916,0.86348,3.12129,5,0.1,0.01
Classic Star (no wrmp),4,30,10.66997,2.22585,0.11923,0.87186,2.83227,6,0.1,0.01
Big NN,4,30,13.51028,2.45279,0.11758,0.83774,3.78464,4,0.1,0.01
Ensemble,4,30,11.9451,2.35823,0.1256,0.85654,3.85137,5,0.1,0.01
Snap Ensemble,4,30,11.69458,2.30525,0.11957,0.85955,2.62579,5,0.1,0.01
Snap Star (shot wrmp),4,30,10.81125,2.245,0.11472,0.87016,2.29876,6,0.1,0.01
Snap Star (new wrmp),4,30,10.88646,2.22994,0.11547,0.86926,2.49246,5,0.1,0.01
Classic Star (new wrmp),4,30,10.12187,2.13819,0.11176,0.87844,2.2031,5,0.0,0.01
Classic Star (no wrmp),4,30,10.61615,2.20735,0.11416,0.8725,2.86151,6,0.0,0.01
Big NN,4,30,15.05734,2.52095,0.12103,0.81916,3.90379,3,0.0,0.01
Ensemble,4,30,11.73756,2.2448,0.11635,0.85903,2.31187,5,0.0,0.01
Snap Ensemble,4,30,10.54062,2.20068,0.1141,0.87341,1.41255,5,0.0,0.01
Snap Star (shot wrmp),4,30,10.96045,2.21989,0.11105,0.86837,1.32804,6,0.0,0.01
Snap Star (new wrmp),4,30,10.77397,2.24032,0.11595,0.87061,1.63341,5,0.0,0.01
Classic Star (new wrmp),3,30,10.68979,2.24598,0.11721,0.87162,3.02817,4,0.1,0.01
Classic Star (no wrmp),3,30,11.46571,2.25254,0.11196,0.8623,2.78056,5,0.1,0.01
Big NN,3,30,12.65867,2.32554,0.11875,0.84797,3.03896,3,0.1,0.01
Ensemble,3,30,14.0397,2.4804,0.12486,0.83139,5.46233,4,0.1,0.01
Snap Ensemble,3,30,12.6805,2.41995,0.12759,0.84771,3.31991,4,0.1,0.01
Snap Star (shot wrmp),3,30,11.66302,2.31785,0.12187,0.85993,2.2138,5,0.1,0.01
Snap Star (new wrmp),3,30,12.33682,2.39374,0.12389,0.85184,3.20571,4,0.1,0.01
Classic Star (new wrmp),3,30,12.03319,2.31317,0.1161,0.85548,2.36843,4,0.0,0.01
Classic Star (no wrmp),3,30,11.24963,2.24114,0.11624,0.86489,2.09254,5,0.0,0.01
Big NN,3,30,10.61935,2.18587,0.10814,0.87246,3.05051,3,0.0,0.01
Ensemble,3,30,10.26586,2.26541,0.11569,0.87671,2.70496,4,0.0,0.01
Snap Ensemble,3,30,11.00397,2.26704,0.11639,0.86784,2.02458,4,0.0,0.01
Snap Star (shot wrmp),3,30,10.74677,2.21263,0.11501,0.87093,1.77444,5,0.0,0.01
Snap Star (new wrmp),3,30,10.86265,2.21324,0.11472,0.86954,2.02539,4,0.0,0.01
Classic Star (new wrmp),2,30,11.29228,2.33832,0.12211,0.86438,3.38851,3,0.1,0.01
Classic Star (no wrmp),2,30,10.91348,2.34738,0.1248,0.86893,3.52225,4,0.1,0.01
Big NN,2,30,15.18463,2.50598,0.12386,0.81764,3.33525,2,0.1,0.01
Ensemble,2,30,12.70068,2.35501,0.11879,0.84747,3.6308,3,0.1,0.01
Snap Ensemble,2,30,12.74663,2.44862,0.12657,0.84692,3.33734,3,0.1,0.01
Snap Star (shot wrmp),2,30,11.82676,2.3714,0.12112,0.85796,2.49605,4,0.1,0.01
Snap Star (new wrmp),2,30,11.71151,2.43607,0.1305,0.85935,3.73702,3,0.1,0.01
Classic Star (new wrmp),2,30,10.39819,2.17157,0.11337,0.87512,2.26726,3,0.0,0.01
Classic Star (no wrmp),2,30,11.08508,2.22691,0.1139,0.86687,2.20304,4,0.0,0.01
Big NN,2,30,15.03239,2.44988,0.11953,0.81946,3.59437,2,0.0,0.01
Ensemble,2,30,11.08816,2.27566,0.12785,0.86683,2.70803,3,0.0,0.01
Snap Ensemble,2,30,11.42197,2.27045,0.11696,0.86282,2.15226,3,0.0,0.01
Snap Star (shot wrmp),2,30,10.51724,2.23443,0.11583,0.87369,1.77692,4,0.0,0.01
Snap Star (new wrmp),2,30,11.84016,2.35162,0.12044,0.8578,2.48429,3,0.0,0.01
Classic Star (new wrmp),1,30,12.15819,2.37337,0.11783,0.85398,3.80792,2,0.1,0.01
Classic Star (no wrmp),1,30,12.31497,2.39927,0.12874,0.8521,3.97609,2,0.1,0.01
Big NN,1,30,12.27561,2.44406,0.1357,0.85257,3.97755,2,0.1,0.01
Ensemble,1,30,12.88293,2.38918,0.12459,0.84528,3.76872,2,0.1,0.01
Snap Ensemble,1,30,12.38524,2.40467,0.12448,0.85126,3.66518,2,0.1,0.01
Snap Star (shot wrmp),1,30,10.91529,2.27215,0.11801,0.86891,2.75862,2,0.1,0.01
Snap Star (new wrmp),1,30,13.26796,2.38932,0.12012,0.84065,3.31083,2,0.1,0.01
Classic Star (new wrmp),1,30,9.77024,2.16378,0.11367,0.88266,2.11429,2,0.0,0.01
Classic Star (no wrmp),1,30,9.88859,2.21124,0.11428,0.88124,1.92732,2,0.0,0.01
Big NN,1,30,13.74211,2.33015,0.11121,0.83496,2.67673,2,0.0,0.01
Ensemble,1,30,11.53806,2.36754,0.12448,0.86143,3.36789,2,0.0,0.01
Snap Ensemble,1,30,11.86877,2.32565,0.11842,0.85746,2.53392,2,0.0,0.01
Snap Star (shot wrmp),1,30,11.89713,2.30782,0.11677,0.85712,2.54865,2,0.0,0.01
Snap Star (new wrmp),1,30,11.86334,2.30339,0.11842,0.85752,2.57282,2,0.0,0.01
Classic Star (new wrmp),5,200,9.8889,2.09997,0.10765,0.88124,1.24998,46,0.1,0.01
Classic Star (no wrmp),5,200,9.73139,2.10484,0.11088,0.88313,1.18216,52,0.1,0.01
Big NN,5,200,10.93863,2.28569,0.11454,0.86863,3.05127,29,0.1,0.01
Ensemble,5,200,10.441,2.21519,0.11618,0.87461,2.38166,43,0.1,0.01
Snap Ensemble,5,200,11.96025,2.24796,0.11398,0.85636,1.65359,44,0.1,0.01
Snap Star (shot wrmp),5,200,12.27576,2.23316,0.1084,0.85257,1.08102,53,0.1,0.01
Snap Star (new wrmp),5,200,11.55671,2.20438,0.11041,0.86121,1.18307,50,0.1,0.01
Classic Star (new wrmp),5,200,10.3795,2.11233,0.10629,0.87534,0.76729,44,0.0,0.01
Classic Star (no wrmp),5,200,10.32973,2.07647,0.10475,0.87594,0.71647,50,0.0,0.01
Big NN,5,200,12.19977,2.28516,0.11343,0.85348,1.07087,27,0.0,0.01
Ensemble,5,200,10.51611,2.14102,0.10719,0.8737,0.95122,42,0.0,0.01
Snap Ensemble,5,200,12.53507,2.22055,0.10817,0.84946,0.53245,42,0.0,0.01
Snap Star (shot wrmp),5,200,12.57446,2.217,0.10893,0.84898,0.5196,50,0.0,0.01
Snap Star (new wrmp),5,200,12.84374,2.24714,0.10906,0.84575,0.53466,47,0.0,0.01
Classic Star (new wrmp),4,200,9.95358,2.12967,0.10981,0.88046,1.48103,38,0.1,0.01
Classic Star (no wrmp),4,200,9.87563,2.12774,0.11055,0.8814,1.46772,44,0.1,0.01
Big NN,4,200,12.06822,2.31781,0.12276,0.85506,2.09512,24,0.1,0.01
Ensemble,4,200,9.56167,2.10316,0.11172,0.88517,1.78615,36,0.1,0.01
Snap Ensemble,4,200,11.17971,2.19339,0.11225,0.86573,1.72044,36,0.1,0.01
Snap Star (shot wrmp),4,200,10.53187,2.13777,0.10898,0.87351,1.13143,43,0.1,0.01
Snap Star (new wrmp),4,200,10.57577,2.11964,0.10757,0.87299,1.46405,41,0.1,0.01
Classic Star (new wrmp),4,200,10.44656,2.11717,0.10423,0.87454,0.7862,36,0.0,0.01
Classic Star (no wrmp),4,200,9.79544,2.09872,0.10636,0.88236,0.76277,41,0.0,0.01
Big NN,4,200,11.96132,2.1309,0.11111,0.85635,1.07208,23,0.0,0.01
Ensemble,4,200,11.08953,2.20039,0.10969,0.86682,1.12084,35,0.0,0.01
Snap Ensemble,4,200,11.53521,2.19805,0.10981,0.86146,0.49726,35,0.0,0.01
Snap Star (shot wrmp),4,200,11.54726,2.23782,0.11252,0.86132,0.51208,41,0.0,0.01
Snap Star (new wrmp),4,200,11.46665,2.24176,0.11376,0.86229,0.57522,39,0.0,0.01
Classic Star (new wrmp),3,200,9.29573,2.08342,0.10533,0.88836,1.7558,30,0.1,0.01
Classic Star (no wrmp),3,200,9.54009,2.1136,0.10602,0.88543,1.77717,35,0.1,0.01
Big NN,3,200,12.10339,2.31727,0.1188,0.85464,1.27717,20,0.1,0.01
Ensemble,3,200,10.04936,2.17205,0.11323,0.87931,2.21991,29,0.1,0.01
Snap Ensemble,3,200,11.31429,2.23929,0.11583,0.86412,1.72866,29,0.1,0.01
Snap Star (shot wrmp),3,200,10.92423,2.19679,0.10969,0.8688,1.28718,35,0.1,0.01
Snap Star (new wrmp),3,200,10.48362,2.15501,0.10994,0.87409,1.33485,33,0.1,0.01
Classic Star (new wrmp),3,200,12.84296,2.17542,0.10546,0.84576,0.83415,28,0.0,0.01
Classic Star (no wrmp),3,200,13.35917,2.2261,0.10667,0.83956,0.69171,33,0.0,0.01
Big NN,3,200,15.78163,2.49621,0.11518,0.81047,1.62645,19,0.0,0.01
Ensemble,3,200,10.73972,2.16552,0.10493,0.87102,1.26072,28,0.0,0.01
Snap Ensemble,3,200,9.81244,2.02833,0.10054,0.88215,0.9025,28,0.0,0.01
Snap Star (shot wrmp),3,200,9.76991,2.03937,0.10218,0.88267,0.92101,33,0.0,0.01
Snap Star (new wrmp),3,200,9.98364,2.0455,0.10147,0.8801,1.22644,31,0.0,0.01
Classic Star (new wrmp),2,200,10.28733,2.12903,0.10731,0.87645,1.30112,22,0.1,0.01
Classic Star (no wrmp),2,200,10.64838,2.18145,0.11206,0.87212,1.5072,26,0.1,0.01
Big NN,2,200,12.21641,2.32331,0.11643,0.85328,1.66856,16,0.1,0.01
Ensemble,2,200,11.93508,2.33532,0.12346,0.85666,3.64412,22,0.1,0.01
Snap Ensemble,2,200,10.78205,2.19165,0.11352,0.87051,1.74505,22,0.1,0.01
Snap Star (shot wrmp),2,200,10.48774,2.18597,0.11139,0.87404,1.21889,26,0.1,0.01
Snap Star (new wrmp),2,200,9.52842,2.112,0.11071,0.88557,1.35772,25,0.1,0.01
Classic Star (new wrmp),2,200,10.46861,2.09179,0.10307,0.87427,0.90833,20,0.0,0.01
Classic Star (no wrmp),2,200,10.97915,2.12448,0.10147,0.86814,0.83311,24,0.0,0.01
Big NN,2,200,10.82724,2.15129,0.10799,0.86997,1.40948,15,0.0,0.01
Ensemble,2,200,11.10998,2.13067,0.10341,0.86657,0.99403,21,0.0,0.01
Snap Ensemble,2,200,14.29496,2.43869,0.12043,0.82832,0.80036,23,0.0,0.01
Snap Star (shot wrmp),2,200,14.79601,2.50763,0.12551,0.8223,0.76937,26,0.0,0.01
Snap Star (new wrmp),2,200,14.95166,2.49795,0.12453,0.82043,0.73272,25,0.0,0.01
Classic Star (new wrmp),1,200,10.15313,2.13927,0.11062,0.87806,2.08295,13,0.1,0.01
Classic Star (no wrmp),1,200,9.42367,2.10577,0.11095,0.88682,1.51526,16,0.1,0.01
Big NN,1,200,11.07714,2.27574,0.11112,0.86697,1.79002,11,0.1,0.01
Ensemble,1,200,8.96413,2.12251,0.10876,0.89234,2.81289,14,0.1,0.01
Snap Ensemble,1,200,10.47959,2.17081,0.11196,0.87414,1.55459,14,0.1,0.01
Snap Star (shot wrmp),1,200,11.82117,2.25682,0.11488,0.85803,1.8439,16,0.1,0.01
Snap Star (new wrmp),1,200,9.55284,2.13535,0.11415,0.88527,1.46521,16,0.1,0.01
Classic Star (new wrmp),1,200,9.91669,2.19235,0.11227,0.8809,0.78326,12,0.0,0.01
Classic Star (no wrmp),1,200,10.11985,2.19232,0.11169,0.87846,0.74446,16,0.0,0.01
Big NN,1,200,11.88712,2.2656,0.11817,0.85724,1.49482,11,0.0,0.01
Ensemble,1,200,11.21881,2.1638,0.10649,0.86526,0.84506,14,0.0,0.01
Snap Ensemble,1,200,12.70086,2.27895,0.11153,0.84747,0.81701,14,0.0,0.01
Snap Star (shot wrmp),1,200,12.8884,2.33991,0.11658,0.84521,0.83325,16,0.0,0.01
Snap Star (new wrmp),1,200,12.87264,2.36095,0.1157,0.8454,0.92026,15,0.0,0.01
Classic Star (new wrmp),5,150,9.85949,2.03668,0.10509,0.88159,1.54161,34,0.1,0.01
Classic Star (no wrmp),5,150,10.65257,2.08767,0.10794,0.87206,1.5094,39,0.1,0.01
Big NN,5,150,10.30579,2.24775,0.11349,0.87623,1.4225,21,0.1,0.01
Ensemble,5,150,11.72996,2.27349,0.11779,0.85913,2.36935,32,0.1,0.01
Snap Ensemble,5,150,10.55814,2.16143,0.11204,0.8732,1.7361,33,0.1,0.01
Snap Star (shot wrmp),5,150,10.89748,2.17253,0.10917,0.86912,1.4126,39,0.1,0.01
Snap Star (new wrmp),5,150,10.58839,2.14682,0.10956,0.87284,1.4117,36,0.1,0.01
Classic Star (new wrmp),5,150,10.10041,2.14787,0.10804,0.8787,0.81068,33,0.0,0.01
Classic Star (no wrmp),5,150,10.58985,2.17964,0.10904,0.87282,0.88269,37,0.0,0.01
Big NN,5,150,12.59848,2.24627,0.10662,0.8487,1.03256,20,0.0,0.01
Ensemble,5,150,10.39394,2.09937,0.10734,0.87517,0.81038,31,0.0,0.01
Snap Ensemble,5,150,10.54034,2.11956,0.10403,0.87341,0.81024,213,0.0,0.01
Snap Star (shot wrmp),5,150,11.7999,2.17601,0.10506,0.85829,0.87798,219,0.0,0.01
Snap Star (new wrmp),5,150,11.23479,2.15072,0.10436,0.86507,0.6812,217,0.0,0.01
Classic Star (new wrmp),4,150,10.35423,2.13717,0.109,0.87565,1.37793,28,0.1,0.01
Classic Star (no wrmp),4,150,10.90639,2.12865,0.10683,0.86902,1.63108,33,0.1,0.01
Big NN,4,150,9.88049,2.17726,0.11306,0.88134,1.86062,18,0.1,0.01
Ensemble,4,150,10.68499,2.21331,0.1146,0.87168,1.66218,27,0.1,0.01
Snap Ensemble,4,150,11.19013,2.22237,0.11517,0.86561,1.74242,27,0.1,0.01
Snap Star (shot wrmp),4,150,11.24565,2.19928,0.11118,0.86494,1.37257,33,0.1,0.01
Snap Star (new wrmp),4,150,10.64314,2.12209,0.10695,0.87218,1.28068,30,0.1,0.01
Classic Star (new wrmp),4,150,10.56308,2.10638,0.10492,0.87314,0.89472,27,0.0,0.01
Classic Star (no wrmp),4,150,9.99021,2.08823,0.10647,0.88002,0.78454,31,0.0,0.01
Big NN,4,150,11.68347,2.32174,0.11749,0.85968,1.22814,17,0.0,0.01
Ensemble,4,150,10.68444,2.11335,0.10666,0.87168,1.20059,26,0.0,0.01
Snap Ensemble,4,150,11.59259,2.20564,0.11248,0.86078,0.60095,26,0.0,0.01
Snap Star (shot wrmp),4,150,13.05709,2.31674,0.11944,0.84319,0.5126,31,0.0,0.01
Snap Star (new wrmp),4,150,13.22265,2.30972,0.11779,0.8412,0.67208,29,0.0,0.01
Classic Star (new wrmp),3,150,10.85121,2.17894,0.1139,0.86968,1.47165,22,0.1,0.01
Classic Star (no wrmp),3,150,11.14164,2.19156,0.11099,0.86619,1.6646,25,0.1,0.01
Big NN,3,150,11.43961,2.27846,0.12307,0.86261,2.99138,15,0.1,0.01
Ensemble,3,150,12.21955,2.32029,0.11564,0.85325,2.43686,22,0.1,0.01
Snap Ensemble,3,150,11.3758,2.22876,0.11526,0.86338,1.91161,21,0.1,0.01
Snap Star (shot wrmp),3,150,10.35522,2.2144,0.11552,0.87564,1.11075,25,0.1,0.01
Snap Star (new wrmp),3,150,10.95255,2.21271,0.1128,0.86846,1.90998,24,0.1,0.01
Classic Star (new wrmp),3,150,10.06325,2.08258,0.10328,0.87914,0.85948,20,0.0,0.01
Classic Star (no wrmp),3,150,10.11881,2.1322,0.10997,0.87848,0.88996,24,0.0,0.01
Big NN,3,150,14.84843,2.40129,0.11807,0.82167,1.09522,14,0.0,0.01
Ensemble,3,150,9.58341,2.14405,0.11413,0.88491,0.96231,21,0.0,0.01
Snap Ensemble,3,150,11.16737,2.19502,0.10965,0.86588,1.19682,21,0.0,0.01
Snap Star (shot wrmp),3,150,10.76425,2.19879,0.11162,0.87072,1.01603,25,0.0,0.01
Snap Star (new wrmp),3,150,10.81785,2.16249,0.10716,0.87008,1.46549,23,0.0,0.01
Classic Star (new wrmp),2,150,10.76995,2.2025,0.1117,0.87066,2.05764,16,0.1,0.01
Classic Star (no wrmp),2,150,10.41485,2.20994,0.11174,0.87492,1.4171,19,0.1,0.01
Big NN,2,150,11.73988,2.30465,0.12148,0.85901,2.61408,12,0.1,0.01
Ensemble,2,150,10.29512,2.18011,0.11095,0.87636,1.86121,16,0.1,0.01
Snap Ensemble,2,150,11.74553,2.25797,0.11955,0.85894,1.941,16,0.1,0.01
Snap Star (shot wrmp),2,150,10.77667,2.20092,0.11569,0.87057,1.50976,19,0.1,0.01
Snap Star (new wrmp),2,150,11.30173,2.24113,0.11801,0.86427,1.56309,18,0.1,0.01
Classic Star (new wrmp),2,150,9.86531,2.05907,0.10409,0.88152,0.91769,15,0.0,0.01
Classic Star (no wrmp),2,150,9.99697,2.09699,0.10752,0.87994,0.95023,18,0.0,0.01
Big NN,2,150,11.86828,2.25221,0.1164,0.85746,1.64597,11,0.0,0.01
Ensemble,2,150,11.0805,2.22,0.11004,0.86693,0.98843,16,0.0,0.01
Snap Ensemble,2,150,11.29591,2.14556,0.10575,0.86434,1.01118,15,0.0,0.01
Snap Star (shot wrmp),2,150,10.59782,2.13921,0.10602,0.87272,0.86788,18,0.0,0.01
Snap Star (new wrmp),2,150,10.98565,2.15407,0.1056,0.86806,0.94463,17,0.0,0.01
Classic Star (new wrmp),1,150,10.73887,2.27728,0.11797,0.87103,1.4575,9,0.1,0.01
Classic Star (no wrmp),1,150,11.56158,2.23926,0.1144,0.86115,2.0206,12,0.1,0.01
Big NN,1,150,10.6129,2.16759,0.11038,0.87254,2.02029,9,0.1,0.01
Ensemble,1,150,8.97584,2.05123,0.10853,0.8922,1.87777,11,0.1,0.01
Snap Ensemble,1,150,11.10338,2.24719,0.11736,0.86665,1.92282,11,0.1,0.01
Snap Star (shot wrmp),1,150,9.97159,2.12908,0.11135,0.88024,1.55093,12,0.1,0.01
Snap Star (new wrmp),1,150,10.3864,2.18663,0.1177,0.87526,1.76586,11,0.1,0.01
Classic Star (new wrmp),1,150,10.81542,2.23032,0.11189,0.87011,0.62925,9,0.0,0.01
Classic Star (no wrmp),1,150,11.00711,2.24325,0.11459,0.86781,1.13288,11,0.0,0.01
Big NN,1,150,12.85717,2.38983,0.12003,0.84559,1.36007,8,0.0,0.01
Ensemble,1,150,10.75093,2.12894,0.10891,0.87088,0.98447,10,0.0,0.01
Snap Ensemble,1,150,10.3934,2.11672,0.10481,0.87518,0.94718,10,0.0,0.01
Snap Star (shot wrmp),1,150,10.39648,2.12054,0.10385,0.87514,1.03717,12,0.0,0.01
Snap Star (new wrmp),1,150,10.29681,2.12436,0.10523,0.87634,1.24098,11,0.0,0.01
Classic Star (new wrmp),5,75,11.31264,2.25464,0.11757,0.86414,2.48674,18,0.1,0.01
Classic Star (no wrmp),5,75,9.90443,2.11642,0.1105,0.88105,1.96095,20,0.1,0.01
Big NN,5,75,11.52847,2.31973,0.12111,0.86155,2.39366,11,0.1,0.01
Ensemble,5,75,11.76069,2.30261,0.12096,0.85876,2.63008,16,0.1,0.01
Snap Ensemble,5,75,11.96485,2.29296,0.11873,0.8563,2.20269,17,0.1,0.01
Snap Star (shot wrmp),5,75,10.77278,2.23011,0.11599,0.87062,1.32986,20,0.1,0.01
Snap Star (new wrmp),5,75,11.64676,2.27029,0.11667,0.86013,1.88844,19,0.1,0.01
Classic Star (new wrmp),5,75,12.00598,2.25284,0.11228,0.85581,1.39162,16,0.0,0.01
Classic Star (no wrmp),5,75,12.19022,2.27679,0.11255,0.8536,1.20469,18,0.0,0.01
Big NN,5,75,12.37864,2.26595,0.10998,0.85134,2.81543,10,0.0,0.01
Ensemble,5,75,10.67952,2.14263,0.10867,0.87174,1.71028,16,0.0,0.01
Snap Ensemble,5,75,11.5512,2.16043,0.10784,0.86127,0.88766,16,0.0,0.01
Snap Star (shot wrmp),5,75,11.81382,2.18431,0.11031,0.85812,0.8029,18,0.0,0.01
Snap Star (new wrmp),5,75,11.88715,2.21788,0.11464,0.85724,0.84151,17,0.0,0.01
Classic Star (new wrmp),4,75,9.8831,2.15844,0.11152,0.88131,2.19073,14,0.1,0.01
Classic Star (no wrmp),4,75,9.86844,2.1375,0.1108,0.88148,2.1341,16,0.1,0.01
Big NN,4,75,12.85897,2.38579,0.12525,0.84557,2.33691,9,0.1,0.01
Ensemble,4,75,10.53743,2.22592,0.11716,0.87345,2.94196,13,0.1,0.01
Snap Ensemble,4,75,10.26972,2.18674,0.11333,0.87666,1.92472,14,0.1,0.01
Snap Star (shot wrmp),4,75,10.17177,2.16977,0.10969,0.87784,1.39251,16,0.1,0.01
Snap Star (new wrmp),4,75,10.59647,2.2173,0.11283,0.87274,1.91545,15,0.1,0.01
Classic Star (new wrmp),4,75,10.3945,2.16138,0.11051,0.87516,1.30131,13,0.0,0.01
Classic Star (no wrmp),4,75,10.81832,2.21492,0.11412,0.87007,1.16878,15,0.0,0.01
Big NN,4,75,14.69899,2.53632,0.12741,0.82347,4.0373,8,0.0,0.01
Ensemble,4,75,9.79139,2.11741,0.10782,0.88241,1.42387,13,0.0,0.01
Snap Ensemble,4,75,11.53184,2.18606,0.1077,0.86151,1.02319,13,0.0,0.01
Snap Star (shot wrmp),4,75,12.53317,2.20498,0.10972,0.84948,0.86841,15,0.0,0.01
Snap Star (new wrmp),4,75,12.09971,2.19767,0.11069,0.85469,0.86064,14,0.0,0.01
Classic Star (new wrmp),3,75,11.00814,2.24888,0.11319,0.86779,2.83379,11,0.1,0.01
Classic Star (no wrmp),3,75,10.43109,2.22029,0.11879,0.87472,2.33127,13,0.1,0.01
Big NN,3,75,11.77048,2.29007,0.11211,0.85864,2.74656,7,0.1,0.01
Ensemble,3,75,12.1868,2.35737,0.12353,0.85364,2.28116,11,0.1,0.01
Snap Ensemble,3,75,10.95725,2.27123,0.11708,0.86841,2.19788,11,0.1,0.01
Snap Star (shot wrmp),3,75,9.26082,2.1153,0.10949,0.88878,1.53309,13,0.1,0.01
Snap Star (new wrmp),3,75,10.42366,2.24213,0.11487,0.87481,1.9905,12,0.1,0.01
Classic Star (new wrmp),3,75,12.39734,2.25091,0.11168,0.85111,1.16912,11,0.0,0.01
Classic Star (no wrmp),3,75,12.72241,2.27174,0.11331,0.84721,1.37888,12,0.0,0.01
Big NN,3,75,13.58401,2.37543,0.11598,0.83686,1.47042,7,0.0,0.01
Ensemble,3,75,10.49003,2.13263,0.10719,0.87402,1.77679,10,0.0,0.01
Snap Ensemble,3,75,11.67335,2.20317,0.10795,0.85981,1.13938,11,0.0,0.01
Snap Star (shot wrmp),3,75,11.90304,2.22095,0.10902,0.85705,1.00112,12,0.0,0.01
Snap Star (new wrmp),3,75,12.62505,2.22711,0.10708,0.84838,1.1743,12,0.0,0.01
Classic Star (new wrmp),2,75,10.32499,2.22556,0.11814,0.876,2.3371,7,0.1,0.01
Classic Star (no wrmp),2,75,9.79437,2.13849,0.10987,0.88237,2.28084,9,0.1,0.01
Big NN,2,75,10.28276,2.27574,0.11476,0.87651,3.04357,6,0.1,0.01
Ensemble,2,75,11.12238,2.21229,0.11498,0.86642,2.13135,8,0.1,0.01
Snap Ensemble,2,75,10.14477,2.21798,0.11599,0.87816,2.28422,8,0.1,0.01
Snap Star (shot wrmp),2,75,10.53576,2.24692,0.11648,0.87347,1.7392,9,0.1,0.01
Snap Star (new wrmp),2,75,9.89712,2.1938,0.11783,0.88114,2.17438,8,0.1,0.01
Classic Star (new wrmp),2,75,11.7028,2.19198,0.11118,0.85945,1.26239,7,0.0,0.01
Classic Star (no wrmp),2,75,11.41127,2.19099,0.11212,0.86295,1.87876,9,0.0,0.01
Big NN,2,75,9.67951,2.21103,0.11944,0.88375,2.73257,6,0.0,0.01
Ensemble,2,75,12.82528,2.32189,0.12924,0.84597,1.84963,8,0.0,0.01
Snap Ensemble,2,75,11.55774,2.21753,0.11131,0.86119,1.22487,8,0.0,0.01
Snap Star (shot wrmp),2,75,12.04468,2.22673,0.11354,0.85535,1.09165,9,0.0,0.01
Snap Star (new wrmp),2,75,12.11205,2.21478,0.11036,0.85454,1.06504,8,0.0,0.01
Classic Star (new wrmp),1,75,11.27965,2.26719,0.11447,0.86453,2.61023,5,0.1,0.01
Classic Star (no wrmp),1,75,10.24322,2.15871,0.10894,0.87698,2.7226,6,0.1,0.01
Big NN,1,75,11.90961,2.22732,0.11436,0.85697,2.42599,4,0.1,0.01
Ensemble,1,75,13.1882,2.43323,0.12217,0.84161,3.55881,5,0.1,0.01
Snap Ensemble,1,75,12.58292,2.31792,0.12137,0.84888,2.48096,6,0.1,0.01
Snap Star (shot wrmp),1,75,9.99416,2.22684,0.11713,0.87997,2.05916,7,0.1,0.01
Snap Star (new wrmp),1,75,11.0395,2.28611,0.11714,0.86742,2.51106,6,0.1,0.01
Classic Star (new wrmp),1,75,11.4314,2.19986,0.11232,0.86271,1.7638,5,0.0,0.01
Classic Star (no wrmp),1,75,11.36955,2.13106,0.10445,0.86345,1.48919,6,0.0,0.01
Big NN,1,75,18.20156,2.53341,0.11581,0.7814,2.66491,4,0.0,0.01
Ensemble,1,75,11.0552,2.26248,0.1191,0.86723,1.54488,6,0.0,0.01
Snap Ensemble,1,75,12.51161,2.29948,0.11359,0.84974,1.64661,6,0.0,0.01
Snap Star (shot wrmp),1,75,11.82106,2.28475,0.11691,0.85803,1.57585,7,0.0,0.01
Snap Star (new wrmp),1,75,10.53698,2.29349,0.12284,0.87345,2.6044,6,0.0,0.01
Classic Star (new wrmp),5,30,12.11724,2.3802,0.12311,0.85447,3.36343,6,0.1,0.01
Classic Star (no wrmp),5,30,11.12225,2.25734,0.11447,0.86642,2.85474,7,0.1,0.01
Big NN,5,30,12.24641,2.4579,0.12489,0.85292,4.74705,4,0.1,0.01
Ensemble,5,30,12.38379,2.45885,0.1272,0.85127,4.33521,7,0.1,0.01
Snap Ensemble,5,30,11.76753,2.27441,0.11895,0.85867,2.34558,6,0.1,0.01
Snap Star (shot wrmp),5,30,10.86461,2.20102,0.1136,0.86952,1.94198,7,0.1,0.01
Snap Star (new wrmp),5,30,11.7195,2.29099,0.11585,0.85925,2.59864,6,0.1,0.01
Classic Star (new wrmp),5,30,9.91651,2.12273,0.11054,0.8809,2.2992,6,0.0,0.01
Classic Star (no wrmp),5,30,10.06362,2.122,0.11067,0.87914,2.28408,7,0.0,0.01
Big NN,5,30,11.12106,2.29916,0.12884,0.86644,2.91794,4,0.0,0.01
Ensemble,5,30,10.78216,2.18935,0.11417,0.87051,2.06421,6,0.0,0.01
Snap Ensemble,5,30,11.98757,2.22766,0.11159,0.85603,1.58689,6,0.0,0.01
Snap Star (shot wrmp),5,30,11.40411,2.17115,0.10943,0.86304,1.27592,7,0.0,0.01
Snap Star (new wrmp),5,30,11.85663,2.23274,0.11258,0.8576,1.85889,6,0.0,0.01
Classic Star (new wrmp),4,30,10.59244,2.24578,0.119,0.87279,2.92721,5,0.1,0.01
Classic Star (no wrmp),4,30,11.09487,2.26498,0.11951,0.86675,3.16525,6,0.1,0.01
Big NN,4,30,11.81384,2.38442,0.12983,0.85812,4.76244,4,0.1,0.01
Ensemble,4,30,11.30578,2.28631,0.11604,0.86422,3.4253,5,0.1,0.01
Snap Ensemble,4,30,12.14272,2.33462,0.1224,0.85417,3.07203,5,0.1,0.01
